site,altnames,sponsor,district,is_school,schoolcode,districtcode
TWAIN HIGH,TWAIN HIGH,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3730231,68338
TWIN OAKS ELEMENTARY,TWIN OAKS ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,6115349,73791
TWIN OAKS HIGH,TWIN OAKS HIGH,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,3730215,73791
TWIN PEAKS MIDDLE,TWIN PEAKS MIDDLE,POWAY UNIFIED,POWAY UNIFIED,TRUE,6070866,68296
UNIVERSITY CITY HIGH,UNIVERSITY CITY HIGH,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3730314,68338
UNIVERSITY PREP,UNIVERSITY PREP,,DEHESA ELEMENTARY,TRUE,138313,68049
UNIVERSITY COMMUNITY SCHOOL,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
UNIVERSITY TOWN CENTER-ANNEX,,SAN DIEGO UNIFIED,,FALSE,,
URBAN SKILLS CENTER,,SAN DIEGO UNIFIED,,FALSE,,
URBAN DISCOVERY ACADEMY CHARTER,URBAN DISCOVERY ACADEMY CHARTER,,SAN DIEGO UNIFIED,TRUE,118000,68338
URBAN DISCOVERY ACADEMY CHARTER,URBAN DISCOVERY ACADEMY CHARTER,,SAN DIEGO UNIFIED,TRUE,135913,68338
VALENCIA PARK ELEMENTARY,VALENCIA PARK ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040257,68338
VALHALLA HIGH,VALHALLA HIGH,GROSSMONT UNION HIGH,GROSSMONT UNION HIGH,TRUE,3730066,68130
VALIANT ACADEMY DESD,VALIANT ACADEMY DESD,,DEHESA ELEMENTARY,TRUE,131169,68049
VALIANT ACADEMY OF SOUTHERN CALIFORNIA,VALIANT ACADEMY OF SOUTHERN CALIFORNIA,,DEHESA ELEMENTARY,TRUE,131169,68049
VALLE LINDO ELEMENTARY,VALLE LINDO ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6038020,68023
VALLECITOS ELEMENTARY,VALLECITOS ELEMENTARY,VALLECITOS ELEMENTARY,VALLECITOS ELEMENTARY,TRUE,6040562,68437
VALLECITOS ELEMENTARY SCHOOL DISTRICT,,FALLBROOK UNION HIGH,,FALSE,,
VALLEY CENTER ELEMENTARY,"VALLEY CENTER ELEMENTARY, VALLEY CENTER ELEMENTARY LOWER",VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER-PAUMA UNIFIED,TRUE,6112494,75614
VALLEY CENTER HIGH,VALLEY CENTER HIGH,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER-PAUMA UNIFIED,TRUE,3731114,75614
VALLEY CENTER MIDDLE,VALLEY CENTER MIDDLE,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER-PAUMA UNIFIED,TRUE,6093272,75614
VALLEY CENTER PREP,VALLEY CENTER PREP,,VALLEY CENTER-PAUMA UNIFIED,TRUE,3731601,75614
VALLEY CENTER PRIMARY,VALLEY CENTER PRIMARY,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER-PAUMA UNIFIED,TRUE,6106124,75614
VALLEY ELEMENTARY,VALLEY ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6039010,68296
VALLEY HIGH (CONTINUATION),VALLEY HIGH (CONTINUATION),ESCONDIDO UNION HIGH,ESCONDIDO UNION HIGH,TRUE,3732054,68106
VALLEY MIDDLE,VALLEY MIDDLE,CARLSBAD UNIFIED,CARLSBAD UNIFIED,TRUE,6037816,73551
VALLEY VISTA ELEMENTARY,VALLEY VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6038038,68023
VETERANS ELEMENTARY,VETERANS ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,108662,68023
VICKING CENTER,,GROSSMONT UNION HIGH,,FALSE,,
VICTORIA BLENDED COMMUNITY SCHOOL,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
VICTORIA COMMUNITY SCHOOL,,SWEETWATER UNION HIGH,,TRUE,,
VIP VILLAGE PRESCHOOL,,SOUTH BAY UNION,,FALSE,,
VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,VISTA UNIFIED,VISTA UNIFIED,TRUE,6040653,68452
VISTA ADULT TRANSITION CENTER,VISTA ADULT TRANSITION CENTER,VISTA UNIFIED,VISTA UNIFIED,TRUE,3730207,68452
VISTA DEL MAR,VISTA DEL MAR,SAN YSIDRO ELEMENTARY,SAN YSIDRO ELEMENTARY,TRUE,137737,68379
VISTA DEL MAR,VISTA DEL MAR,SAN YSIDRO ELEMENTARY,SAN YSIDRO ELEMENTARY,TRUE,125518,68379
VISTA GRANDE ELEMENTARY,VISTA GRANDE ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6099089,68338
VISTA GRANDE ELEMENTARY,VISTA GRANDE ELEMENTARY,CAJON VALLEY UNION,CAJON VALLEY UNION,TRUE,6101794,67991
VISTA HIGH,VISTA HIGH,VISTA UNIFIED,VISTA UNIFIED,TRUE,3738705,68452
VISTA INNOVATION AND DESIGN ACADEMY,VISTA INNOVATION AND DESIGN ACADEMY,VISTA UNIFIED,VISTA UNIFIED,TRUE,6059810,68452
VISTA LA MESA ACADEMY,VISTA LA MESA ACADEMY,LEMON GROVE,LEMON GROVE,TRUE,6038673,68205
"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH","VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",VISTA UNIFIED,VISTA UNIFIED,TRUE,114637,68452
VISTA SPRINGS CHARTER,VISTA SPRINGS CHARTER,CHULA VISTA ELEMENTARY,SBE - VISTA SPRINGS CHARTER,TRUE,137323,77156
VISTA SQUARE ELEMENTARY,VISTA SQUARE ELEMENTARY,VISTA UNIFIED,CHULA VISTA ELEMENTARY,TRUE,6038046,68023
VISTA VISIONS ACADEMY,VISTA VISIONS ACADEMY,"BONSALL UNIFIED, BONSALL UNION ELEMENTARY",VISTA UNIFIED,TRUE,126300,68452
VIVIAN BANKS CHARTER,VIVIAN BANKS CHARTER,BONSALL UNION ELEMENTARY,BONSALL UNIFIED,TRUE,6113468,76851
W. D. HALL ELEMENTARY,W. D. HALL ELEMENTARY,CAJON VALLEY UNION,CAJON VALLEY UNION,TRUE,6037741,67991
WALKER CDC,,SAN DIEGO UNIFIED,,FALSE,,
WALKER ELEMENTARY,WALKER ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6089064,68338
WANGENHEIM MIDDLE,WANGENHEIM MIDDLE,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6097844,68338
WARNER ELEMENTARY,WARNER ELEMENTARY,WARNER UNIFIED,WARNER UNIFIED,TRUE,6040661,75416
WARNER JUNIOR/SENIOR HIGH,WARNER JUNIOR/SENIOR HIGH,,WARNER UNIFIED,TRUE,3730975,75416
WASHINGTON ELEMENTARY,WASHINGTON ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040265,68338
WEBSTER ELEMENTARY,WEBSTER ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040273,68338
WEGEFORTH CDC,,SAN DIEGO UNIFIED,,FALSE,,
WEGEFORTH ELEMENTARY,WEGEFORTH ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040281,68338
WEST VIEW EARLY LEARNING CENTER,,SOUTH BAY UNION,,FALSE,,
WEST HILLS HIGH,WEST HILLS HIGH,GROSSMONT UNION HIGH,GROSSMONT UNION HIGH,TRUE,3730702,68130
WESTVIEW HIGH,WESTVIEW HIGH,POWAY UNIFIED,POWAY UNIFIED,TRUE,3731528,68296
WESTWOOD ELEMENTARY,WESTWOOD ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6070858,68296
WHITMAN ELEMENTARY,WHITMAN ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040307,68338
WHITTIER K-12,WHITTIER K-13,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3730363,68338
WILLIAM H. FRAZIER ELEMENTARY,WILLIAM H. FRAZIER ELEMENTARY,FALLBROOK UNION ELEMENTARY,FALLBROOK UNION ELEMENTARY,TRUE,6116420,68114
WILLOW ELEMENTARY,WILLOW ELEMENTARY,SAN YSIDRO ELEMENTARY,SAN YSIDRO ELEMENTARY,TRUE,123000,68379
WILLOW GROVE ELEMENTARY,WILLOW GROVE ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,116764,68296
WILSON MIDDLE,WILSON MIDDLE,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6061980,68338
WINTER GARDENS ELEMENTARY,WINTER GARDENS ELEMENTARY,LAKESIDE UNION ELEMENTARY,LAKESIDE UNION ELEMENTARY,TRUE,6038392,68189
WOLF CANYON ELEMENTARY,WOLF CANYON ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,114009,68023
WOODLAND PARK MIDDLE,WOODLAND PARK MIDDLE,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,6095061,73791
WOODMAN-ANNEX,,SAN DIEGO UNIFIED,,FALSE,,
WORTHINGTON SCHOOL,,GROSSMONT UNION HIGH,,FALSE,,
YOUTH DAY CENTER,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,FALSE,,
ZAMORANO ELEMENTARY,ZAMORANO ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6106199,68338
