siteid,academicyear,schoolname,districtname,schooltype,nslpstatus,ischarterschool,charterschoolnumber,charterfundingtype,isirc,lowgrade,highgrade,enrollment_k-12,freemealcount_k-12,frpmcount_k-12,enrollment_5-17,freemealcount_5-17,frpmcount_5-17,iscalpadscertified,schooltypegroup,districttype,educationaloptiontype,districtcode,schoolcode
1941,2017-2018,L. R. GREEN ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,,,,FALSE,K,5,783,283,350,769,281,346,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6107882
913,2018-2019,DEWEY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,4,377,125,269,369,122,264,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039481
1401,2018-2019,HAMILTON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,499,409,449,484,397,436,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039705
2141,2018-2019,LINDBERGH/SCHWEITZER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,6,333,206,246,329,205,243,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039887
3325,2018-2019,ROLANDO PARK ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,207,135,161,199,131,156,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040091
273,2018-2019,BENCHLEY/WEINBERGER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,562,89,102,557,89,102,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040299
2405,2018-2019,MIRAMAR RANCH ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,701,74,118,682,71,114,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6069116
3565,2018-2019,SCHOLARSHIP PREP - OCEANSIDE,SAN DIEGO COUNTY OFFICE OF EDUCATION,Elementary Schools (Public),,,1883,DIRECTLY FUNDED,TRUE,K,8,316,134,176,310,134,176,TRUE,Elementary School,County Office of Education (COE),TRADITIONAL,10371,136085
3473,2018-2019,SAN DIEGO WORKFORCE INNOVATION HIGH,BORREGO SPRINGS UNIFIED,High Schools (Public),,,1832,DIRECTLY FUNDED,TRUE,9,12,2196,1459,1618,1388,896,1002,TRUE,High School,Unified School District,TRADITIONAL,67983,134890
1273,2018-2019,FUERTE ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),,,,,FALSE,K,5,670,138,156,656,134,152,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037642
1557,2018-2019,HILLSDALE MIDDLE,CAJON VALLEY UNION,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1532,526,590,1532,526,590,TRUE,Middle School,Elementary School District,TRADITIONAL,67991,6112890
89,2018-2019,ALLEN (ELLA B.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,354,106,140,354,106,140,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037832
3353,2018-2019,ROSEBANK ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,577,377,474,577,377,474,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037998
2753,2016-2017,"NONPUBLIC, NONSECTARIAN SCHOOLS",POWAY UNIFIED,,,,,,,,,71,1,1,55,1,1,TRUE,,Unified School District,,68296,1
801,2016-2017,CRAWFORD HIGH,SAN DIEGO UNIFIED,High Schools (Public),Provision 2,,,,FALSE,9,12,1098,917,999,1027,857,931,TRUE,High School,Unified School District,TRADITIONAL,68338,107177
137,2016-2017,AUDEO CHARTER,SAN DIEGO UNIFIED,K-12 Schools (Public),,,406,DIRECTLY FUNDED,TRUE,6,12,427,208,283,343,157,222,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,3731395
3021,2016-2017,PACIFIC VIEW LEADERSHIP ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,300,200,239,294,195,234,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039861
1189,2016-2017,FARB MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,415,171,282,415,171,282,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6099063
241,2016-2017,BAYSIDE STEAM ACADEMY,SOUTH BAY UNION,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,524,371,400,513,363,392,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6040463
2697,2017-2018,"NONPUBLIC, NONSECTARIAN SCHOOLS",LEMON GROVE,,,,,,,,,6,0,0,6,0,0,TRUE,,Elementary School District,,68205,1
3793,2017-2018,SUNDANCE ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,439,69,76,431,67,74,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6099444
1633,2017-2018,IHIGH VIRTUAL ACADEMY,SAN DIEGO UNIFIED,Alternative Schools of Choice,,,,,FALSE,9,12,34,13,14,31,13,14,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68338,120410
701,2017-2018,CLAY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,307,221,255,299,215,249,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039390
3953,2017-2018,TORREY PINES ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,480,49,63,466,46,60,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040232
4209,2016-2017,WHITMAN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,6,208,127,145,200,123,140,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040307
3525,2016-2017,SAN PASQUAL UNION ELEMENTARY,SAN PASQUAL UNION ELEMENTARY,Elemen Schools In 1 School Dist. (Public),,,,,FALSE,K,8,553,71,86,545,68,83,TRUE,Elementary School,Elementary School District,TRADITIONAL,68353,6040331
3577,2017-2018,"SCIENCE, TECHNOLOGY, ENGINEERING, ARTS, AND MATH ACADEMY AT LA PRESA",LA MESA-SPRING VALLEY,Elementary Schools (Public),,,,,FALSE,4,8,952,643,770,952,643,770,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,132431
4225,2017-2018,WILLOW GROVE ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,761,68,85,741,67,84,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,116764
3157,2017-2018,PORTER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,6,911,787,855,891,771,838,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,108274
2497,2017-2018,MORSE HIGH,SAN DIEGO UNIFIED,High Schools (Public),Provision 2,,,,FALSE,9,12,1811,1082,1424,1770,1053,1390,TRUE,High School,Unified School District,TRADITIONAL,68338,3734654
2289,2017-2018,MARSHALL ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,497,427,445,485,417,434,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039952
1393,2017-2018,HAGE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,689,190,256,671,187,253,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6109599
3833,2017-2018,SWEETWATER SPRINGS ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),,,,,FALSE,K,6,539,278,346,539,278,346,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6111207
597,2017-2018,CHAPARRAL ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,843,106,118,820,104,116,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6097216
1329,2017-2018,GOMPERS PREPARATORY ACADEMY,SAN DIEGO UNIFIED,K-12 Schools (Public),CEP,,1080,DIRECTLY FUNDED,TRUE,6,12,1305,979,1102,1292,971,1091,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,119610
637,2017-2018,CHOLLAS/MEAD ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,621,511,575,604,497,559,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039382
3945,2017-2018,TOLER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,242,108,143,236,107,141,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040224
1945,2017-2018,LA COSTA CANYON HIGH,SAN DIEGUITO UNION HIGH,High Schools (Public),Breakfast Provision 2,,,,FALSE,9,12,1935,205,216,1846,191,201,TRUE,High School,High School District,TRADITIONAL,68346,3731007
2701,2016-2017,"NONPUBLIC, NONSECTARIAN SCHOOLS",RAMONA CITY UNIFIED,,,,,,,,,12,1,1,11,1,1,TRUE,,Unified School District,,68304,1
1589,2016-2017,HOME & HOSP/TRANSITION SUPPORT,SAN DIEGO UNIFIED,K-12 Schools (Public),,,,,FALSE,K,12,78,40,42,69,37,38,TRUE,Elementary School,Unified School District,HOME AND HOSPITAL,68338,126938
1213,2016-2017,FIELD ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,6,296,204,233,287,198,227,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039556
2089,2016-2017,LEWIS MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1156,391,502,1156,391,502,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6059638
625,2016-2017,CHET F. HARRITT ELEMENTARY,SANTEE,Elementary Schools (Public),,,,,FALSE,K,8,646,233,304,637,232,302,TRUE,Elementary School,Elementary School District,TRADITIONAL,68361,6040364
2269,2016-2017,MAR VISTA ACADEMY,SWEETWATER UNION HIGH,Intermediate/Middle Schools (Public),,,,,FALSE,7,8,861,541,679,861,541,679,TRUE,Middle School,High School District,TRADITIONAL,68411,6059786
2237,2016-2017,MADISON MIDDLE,VISTA UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1130,527,676,1130,527,676,TRUE,Middle School,Unified School District,TRADITIONAL,68452,6112221
517,2016-2017,CARRILLO ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,1001,109,157,981,107,155,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6116206
1249,2017-2018,FLYING HILLS ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),CEP,,,,FALSE,K,6,570,260,311,557,253,302,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037634
3809,2017-2018,SUNSET HIGH (CONTINUATION),SAN DIEGUITO UNION HIGH,Continuation High Schools,,,,,FALSE,9,12,114,26,28,99,24,26,TRUE,Other,High School District,CONTINUATION SCHOOL,68346,3737384
945,2018-2019,DINGEMAN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,750,32,40,740,31,38,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6112726
3013,2018-2019,PACIFIC TRAILS MIDDLE,SAN DIEGUITO UNION HIGH,Intermediate/Middle Schools (Public),,,,,FALSE,7,8,723,63,67,723,63,67,TRUE,Middle School,High School District,TRADITIONAL,68346,131649
3837,2018-2019,SYCAMORE CANYON ELEMENTARY,SANTEE,Elementary Schools (Public),,,,,FALSE,K,6,353,68,86,339,67,85,TRUE,Elementary School,Elementary School District,TRADITIONAL,68361,6040406
3645,2018-2019,SKYLINE ELEMENTARY,SOLANA BEACH ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,506,88,96,506,88,96,TRUE,Elementary School,Elementary School District,TRADITIONAL,68387,6040455
3869,2018-2019,TEOFILO MENDOZA,SOUTH BAY UNION,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,791,563,627,772,554,617,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6116008
2209,2018-2019,LOS ALTOS ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,306,215,247,292,204,236,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6070825
785,2018-2019,CORONADO VILLAGE ELEMENTARY,CORONADO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,837,71,92,814,68,88,TRUE,Elementary School,Unified School District,TRADITIONAL,68031,6038053
2893,2018-2019,OCEAN AIR,DEL MAR UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,638,17,19,638,17,19,TRUE,Elementary School,Elementary School District,TRADITIONAL,68056,114686
1057,2018-2019,EL CAMINO CREEK ELEMENTARY,ENCINITAS UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,587,28,31,587,28,31,TRUE,Elementary School,Elementary School District,TRADITIONAL,68080,6117709
3345,2018-2019,ROSE ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),Provision 2,,,,FALSE,K,5,524,392,442,512,384,433,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038251
1137,2018-2019,ESCONDIDO CHARTER HIGH,ESCONDIDO UNION HIGH,High Schools (Public),,,109,DIRECTLY FUNDED,TRUE,9,12,856,228,347,823,222,338,TRUE,High School,High School District,TRADITIONAL,68106,3731023
2097,2015-2016,LIBBY ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,570,440,513,561,433,506,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6038855
2441,2016-2017,MONARCH,SAN DIEGO COUNTY OFFICE OF EDUCATION,County Community,,,,,FALSE,K,12,283,283,283,279,279,279,TRUE,Other,County Office of Education (COE),COUNTY COMMUNITY SCHOOL,10371,120493
1421,2016-2017,HARBORSIDE ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,700,512,587,677,497,569,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037873
2929,2016-2017,OLIVENHAIN PIONEER ELEMENTARY,ENCINITAS UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,584,10,14,583,10,14,TRUE,Elementary School,Elementary School District,TRADITIONAL,68080,6112445
601,2016-2017,CHAPARRAL HIGH,GROSSMONT UNION HIGH,Continuation High Schools,,,,,FALSE,9,12,65,30,45,57,27,40,TRUE,Other,High School District,CONTINUATION SCHOOL,68130,3732559
3469,2016-2017,SAN DIEGO VIRTUAL,MOUNTAIN EMPIRE UNIFIED,K-12 Schools (Public),,,1264,DIRECTLY FUNDED,TRUE,K,12,408,189,244,346,160,204,TRUE,Elementary School,Unified School District,TRADITIONAL,68213,123224
1389,2016-2017,GUAJOME PARK ACADEMY CHARTER,VISTA UNIFIED,K-12 Schools (Public),,,50,DIRECTLY FUNDED,TRUE,K,12,1385,672,832,1377,665,825,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,3730942
3485,2016-2017,SAN ELIJO MIDDLE,SAN MARCOS UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1944,257,307,1944,257,307,TRUE,Middle School,Unified School District,TRADITIONAL,73791,105684
2521,2017-2018,MOUNTAIN VIEW LEARNING ACADEMY,ALPINE UNION ELEMENTARY,Alternative Schools of Choice,,,,,FALSE,K,8,80,14,17,80,14,17,TRUE,Other,Elementary School District,ALTERNATIVE SCHOOL OF CHOICE,67967,6109953
1217,2017-2018,FINNEY (MYRTLE S.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,385,220,294,383,219,293,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037964
277,2017-2018,BERNARDO ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,,,,FALSE,K,5,540,140,171,528,140,171,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,107870
533,2017-2018,CASILLAS (JOSEPH) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,457,164,196,456,164,196,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6115646
3129,2017-2018,PIONEER ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,,,,FALSE,K,5,703,580,667,682,562,648,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6110381
3537,2017-2018,SAN YSIDRO MIDDLE,SAN YSIDRO ELEMENTARY,Intermediate/Middle Schools (Public),Provision 2,,,,FALSE,7,8,655,472,486,655,472,486,TRUE,Middle School,Elementary School District,TRADITIONAL,68379,6098453
2317,2017-2018,MARYLAND ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,555,476,519,541,465,506,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,111237
3685,2017-2018,SOUTH OCEANSIDE ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,685,356,419,685,356,419,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6038921
2909,2017-2018,OCEAN VIEW HILLS,SAN YSIDRO ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,P,6,1009,357,405,991,348,396,TRUE,Elementary School,Elementary School District,TRADITIONAL,68379,6119341
2841,2017-2018,NORTH COUNTY TRADE TECH HIGH,VISTA UNIFIED,High Schools (Public),,,884,DIRECTLY FUNDED,TRUE,9,12,169,72,80,156,69,77,TRUE,High School,Unified School District,TRADITIONAL,68452,114264
989,2017-2018,E. G. GARRISON ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,409,277,358,402,275,355,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6069108
2449,2016-2017,MONTE VISTA ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,555,291,357,538,285,348,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6040638
1257,2016-2017,FOOTHILLS HIGH,SAN MARCOS UNIFIED,Alternative Schools of Choice,,,,,FALSE,9,12,53,31,32,39,22,23,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,73791,3730793
345,2017-2018,BORREGO SPRINGS MIDDLE,BORREGO SPRINGS UNIFIED,Intermediate/Middle Schools (Public),Provision 2,,,,FALSE,6,8,95,65,83,95,65,83,TRUE,Middle School,Unified School District,TRADITIONAL,67983,6115315
4073,2017-2018,VALLEY VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,603,234,314,603,234,314,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6038038
2429,2017-2018,MISSION MIDDLE,ESCONDIDO UNION,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1005,842,942,1005,842,942,TRUE,Middle School,Elementary School District,TRADITIONAL,68098,6038210
1805,2017-2018,JULIAN ELEMENTARY,JULIAN UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,5,204,125,138,200,121,134,TRUE,Elementary School,Elementary School District,TRADITIONAL,68163,6038327
317,2017-2018,BONITA VISTA SENIOR HIGH,SWEETWATER UNION HIGH,High Schools (Public),,,,,FALSE,9,12,2424,742,1036,2346,702,984,TRUE,High School,High School District,TRADITIONAL,68411,3730405
405,2017-2018,CALAVERA HILLS MIDDLE,CARLSBAD UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,574,157,180,574,157,180,TRUE,Middle School,Unified School District,TRADITIONAL,73551,107557
421,2017-2018,CALIFORNIA PACIFIC CHARTER - SAN DIEGO,WARNER UNIFIED,K-12 Schools (Public),,,1758,DIRECTLY FUNDED,TRUE,K,12,1489,394,474,1419,366,440,TRUE,Elementary School,Unified School District,TRADITIONAL,75416,132472
3533,2017-2018,SAN YSIDRO HIGH,SWEETWATER UNION HIGH,High Schools (Public),,,,,FALSE,9,12,2498,1654,1966,2342,1568,1861,TRUE,High School,High School District,TRADITIONAL,68411,3731502
1729,2017-2018,JEFFERSON ELEMENTARY,CARLSBAD UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,479,244,274,452,235,265,TRUE,Elementary School,Unified School District,TRADITIONAL,73551,6037782
2865,2017-2018,OAK GLEN HIGH,VALLEY CENTER-PAUMA UNIFIED,Continuation High Schools,,,,,FALSE,9,12,64,47,54,58,41,48,TRUE,Other,Unified School District,CONTINUATION SCHOOL,75614,3731312
1569,2017-2018,HILLTOP MIDDLE,SWEETWATER UNION HIGH,Intermediate/Middle Schools (Public),,,,,FALSE,7,8,1005,623,751,1005,623,751,TRUE,Middle School,High School District,TRADITIONAL,68411,6062004
3017,2017-2018,PACIFIC VIEW CHARTER,OCEANSIDE UNIFIED,K-12 Schools (Public),,,247,DIRECTLY FUNDED,TRUE,K,12,490,232,269,451,218,253,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,3731221
329,2017-2018,BONSALL WEST ELEMENTARY,BONSALL UNIFIED,Elementary Schools (Public),,,,,FALSE,K,6,552,95,110,541,93,108,TRUE,Elementary School,Unified School District,TRADITIONAL,76851,110122
1561,2017-2018,HILLSIDE JUNIOR/SENIOR HIGH,MOUNTAIN EMPIRE UNIFIED,Alternative Schools of Choice,,,,,FALSE,7,12,17,8,8,12,4,4,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68213,3730991
3217,2017-2018,RAMONA HIGH,RAMONA CITY UNIFIED,High Schools (Public),,,,,FALSE,9,12,1487,438,509,1429,419,488,TRUE,High School,Unified School District,TRADITIONAL,68304,3735974
1505,2017-2018,HIGH TECH ELEMENTARY NORTH COUNTY,SBC - HIGH TECH HIGH,Elementary Schools (Public),,,756,DIRECTLY FUNDED,FALSE,K,5,394,196,243,394,196,243,TRUE,Elementary School,Statewide Benefit Charter,TRADITIONAL,76471,127605
93,2018-2019,ALPINE ELEMENTARY,ALPINE UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,1,5,158,61,72,158,61,72,TRUE,Elementary School,Elementary School District,TRADITIONAL,67967,6037519
349,2018-2019,BOSTONIA LANGUAGE ACADEMY,CAJON VALLEY UNION,Elementary Schools (Public),CEP,,,,FALSE,K,5,587,311,397,575,306,389,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037576
165,2018-2019,AVOCADO ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),,,,,FALSE,K,5,574,239,270,562,236,267,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6069082
2081,2018-2019,LEONARDO DA VINCI HEALTH SCIENCES CHARTER,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,1082,DIRECTLY FUNDED,TRUE,K,6,264,103,122,264,103,122,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,119594
3273,2018-2019,RICE (LILIAN J.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,649,476,568,648,475,567,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037931
1737,2015-2016,JEFFERSON MIDDLE,OCEANSIDE UNIFIED,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,6,8,650,492,570,650,492,570,TRUE,Middle School,Unified School District,TRADITIONAL,73569,6038830
3893,2015-2016,THRIVE PUBLIC,SBE - THRIVE PUBLIC,Elemen Schools In 1 School Dist. (Public),None,TRUE,1696,DIRECTLY FUNDED,FALSE,K,8,194,71,99,191,71,98,TRUE,Elementary School,State Board of Education,TRADITIONAL,76901,131193
441,2016-2017,CAMARENA (ENRIQUE S.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,1014,165,246,1014,165,246,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,127431
2901,2016-2017,OCEAN KNOLL ELEMENTARY,ENCINITAS UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,629,160,188,629,160,188,TRUE,Elementary School,Elementary School District,TRADITIONAL,68080,6038152
3765,2016-2017,STEELE CANYON HIGH,GROSSMONT UNION HIGH,High Schools (Public),,,893,DIRECTLY FUNDED,TRUE,9,12,2163,451,563,2122,442,553,TRUE,High School,High School District,TRADITIONAL,68130,3731262
