"academicyear","countycode","districtcode","schoolcode","countyname","districtname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2018-2019",37,68452,6110407,"SAN DIEGO","VISTA UNIFIED","MISSION MEADOWS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",544,262,48.2,308,56.6,536,258,48.1,304,56.7,TRUE,"Elementary School"
"2018-2019",37,68452,6112221,"SAN DIEGO","VISTA UNIFIED","MADISON MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",1067,634,59.4,795,74.5,1067,634,59.4,795,74.5,TRUE,"Middle School"
"2018-2019",37,73551,1,"SAN DIEGO","CARLSBAD UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,12.1,4,12.1,26,3,11.5,3,11.5,TRUE,NA
"2018-2019",37,73551,107557,"SAN DIEGO","CARLSBAD UNIFIED","CALAVERA HILLS MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",601,162,27,183,30.4,601,162,27,183,30.4,TRUE,"Middle School"
"2018-2019",37,73551,113498,"SAN DIEGO","CARLSBAD UNIFIED","POINSETTIA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",465,96,20.6,117,25.2,465,96,20.6,117,25.2,TRUE,"Elementary School"
"2018-2019",37,73551,127423,"SAN DIEGO","CARLSBAD UNIFIED","SAGE CREEK HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1320,211,16,237,18,1293,205,15.9,230,17.8,TRUE,"High School"
"2018-2019",37,73551,3730017,"SAN DIEGO","CARLSBAD UNIFIED","CARLSBAD VILLAGE ACADEMY","Unified School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"10","12",85,38,44.7,42,49.4,70,32,45.7,36,51.4,TRUE,"Other"
"2018-2019",37,73551,3730694,"SAN DIEGO","CARLSBAD UNIFIED","CARLSBAD HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2342,496,21.2,555,23.7,2261,474,21,533,23.6,TRUE,"High School"
"2018-2019",37,73551,3731163,"SAN DIEGO","CARLSBAD UNIFIED","CARLSBAD SEASIDE ACADEMY","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"9","12",49,9,18.4,11,22.4,47,9,19.1,11,23.4,TRUE,"Other"
"2018-2019",37,73551,6037774,"SAN DIEGO","CARLSBAD UNIFIED","BUENA VISTA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",361,91,25.2,105,29.1,348,88,25.3,102,29.3,TRUE,"Elementary School"
"2018-2019",37,73551,6037782,"SAN DIEGO","CARLSBAD UNIFIED","JEFFERSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",462,209,45.2,234,50.6,443,207,46.7,232,52.4,TRUE,"Elementary School"
"2018-2019",37,73551,6037790,"SAN DIEGO","CARLSBAD UNIFIED","MAGNOLIA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",517,71,13.7,80,15.5,517,71,13.7,80,15.5,TRUE,"Elementary School"
"2018-2019",37,73551,6037816,"SAN DIEGO","CARLSBAD UNIFIED","VALLEY MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1036,268,25.9,322,31.1,1036,268,25.9,322,31.1,TRUE,"Middle School"
"2018-2019",37,73551,6099352,"SAN DIEGO","CARLSBAD UNIFIED","KELLY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",491,66,13.4,71,14.5,472,66,14,71,15,TRUE,"Elementary School"
"2018-2019",37,73551,6106512,"SAN DIEGO","CARLSBAD UNIFIED","HOPE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",640,101,15.8,118,18.4,640,101,15.8,118,18.4,TRUE,"Elementary School"
"2018-2019",37,73551,6109201,"SAN DIEGO","CARLSBAD UNIFIED","AVIARA OAKS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",675,112,16.6,124,18.4,664,110,16.6,122,18.4,TRUE,"Elementary School"
"2018-2019",37,73551,6116578,"SAN DIEGO","CARLSBAD UNIFIED","PACIFIC RIM ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",825,58,7,68,8.2,825,58,7,68,8.2,TRUE,"Elementary School"
"2018-2019",37,73551,6118137,"SAN DIEGO","CARLSBAD UNIFIED","AVIARA OAKS MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1050,167,15.9,184,17.5,1050,167,15.9,184,17.5,TRUE,"Middle School"
"2018-2019",37,73551,6120711,"SAN DIEGO","CARLSBAD UNIFIED","CALAVERA HILLS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",476,175,36.8,199,41.8,476,175,36.8,199,41.8,TRUE,"Elementary School"
"2018-2019",37,73569,1,"SAN DIEGO","OCEANSIDE UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,16.7,3,25,10,2,20,3,30,TRUE,NA
"2018-2019",37,73569,113514,"SAN DIEGO","OCEANSIDE UNIFIED","LOUISE FOUSSAT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",618,333,53.9,391,63.3,606,329,54.3,387,63.9,TRUE,"Elementary School"
"2018-2019",37,73569,113522,"SAN DIEGO","OCEANSIDE UNIFIED","CESAR CHAVEZ MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",716,495,69.1,566,79.1,716,495,69.1,566,79.1,TRUE,"Middle School"
"2018-2019",37,73569,136267,"SAN DIEGO","OCEANSIDE UNIFIED","COASTAL ACADEMY CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,516,"DIRECTLY FUNDED",TRUE,"K","12",1518,222,14.6,266,17.5,1503,221,14.7,265,17.6,TRUE,"Elementary School"
"2018-2019",37,73569,3731221,"SAN DIEGO","OCEANSIDE UNIFIED","PACIFIC VIEW CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,247,"DIRECTLY FUNDED",TRUE,"K","12",583,318,54.5,367,63,544,298,54.8,344,63.2,TRUE,"Elementary School"
"2018-2019",37,73569,3735206,"SAN DIEGO","OCEANSIDE UNIFIED","OCEANSIDE HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2195,1220,55.6,1422,64.8,2123,1181,55.6,1379,65,TRUE,"High School"
"2018-2019",37,73569,3739018,"SAN DIEGO","OCEANSIDE UNIFIED","EL CAMINO HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2958,1233,41.7,1436,48.5,2844,1188,41.8,1387,48.8,TRUE,"High School"
"2018-2019",37,73569,3739026,"SAN DIEGO","OCEANSIDE UNIFIED","OCEAN SHORES HIGH (CONTINUATION)","Unified School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",132,89,67.4,91,68.9,101,71,70.3,73,72.3,TRUE,"Other"
"2018-2019",37,73569,6038830,"SAN DIEGO","OCEANSIDE UNIFIED","JEFFERSON MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",541,402,74.3,429,79.3,541,402,74.3,429,79.3,TRUE,"Middle School"
"2018-2019",37,73569,6038848,"SAN DIEGO","OCEANSIDE UNIFIED","LAUREL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","5",445,387,87,419,94.2,443,386,87.1,417,94.1,TRUE,"Elementary School"
"2018-2019",37,73569,6038855,"SAN DIEGO","OCEANSIDE UNIFIED","LIBBY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","5",500,375,75,427,85.4,492,370,75.2,422,85.8,TRUE,"Elementary School"
"2018-2019",37,73569,6038863,"SAN DIEGO","OCEANSIDE UNIFIED","LINCOLN MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",869,515,59.3,568,65.4,869,515,59.3,568,65.4,TRUE,"Middle School"
"2018-2019",37,73569,6038871,"SAN DIEGO","OCEANSIDE UNIFIED","MISSION ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",510,442,86.7,477,93.5,503,436,86.7,470,93.4,TRUE,"Elementary School"
"2018-2019",37,73569,6038889,"SAN DIEGO","OCEANSIDE UNIFIED","NORTH TERRACE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",855,173,20.2,373,43.6,855,173,20.2,373,43.6,TRUE,"Elementary School"
"2018-2019",37,73569,6038897,"SAN DIEGO","OCEANSIDE UNIFIED","PALMQUIST ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",611,265,43.4,304,49.8,593,259,43.7,298,50.3,TRUE,"Elementary School"
"2018-2019",37,73569,6038905,"SAN DIEGO","OCEANSIDE UNIFIED","SAN LUIS REY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",288,203,70.5,225,78.1,284,200,70.4,222,78.2,TRUE,"Elementary School"
"2018-2019",37,73569,6038913,"SAN DIEGO","OCEANSIDE UNIFIED","SANTA MARGARITA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",568,95,16.7,210,37,555,94,16.9,205,36.9,TRUE,"Elementary School"
"2018-2019",37,73569,6038921,"SAN DIEGO","OCEANSIDE UNIFIED","SOUTH OCEANSIDE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",649,327,50.4,369,56.9,649,327,50.4,369,56.9,TRUE,"Elementary School"
"2018-2019",37,73569,6069108,"SAN DIEGO","OCEANSIDE UNIFIED","E. G. GARRISON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",350,250,71.4,300,85.7,350,250,71.4,300,85.7,TRUE,"Elementary School"
"2018-2019",37,73569,6088991,"SAN DIEGO","OCEANSIDE UNIFIED","DEL RIO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","5",335,259,77.3,302,90.1,335,259,77.3,302,90.1,TRUE,"Elementary School"
"2018-2019",37,73569,6106546,"SAN DIEGO","OCEANSIDE UNIFIED","REYNOLDS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",617,327,53,397,64.3,606,322,53.1,392,64.7,TRUE,"Elementary School"
"2018-2019",37,73569,6108211,"SAN DIEGO","OCEANSIDE UNIFIED","CHRISTA MCAULIFFE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",545,241,44.2,288,52.8,534,239,44.8,286,53.6,TRUE,"Elementary School"
"2018-2019",37,73569,6109995,"SAN DIEGO","OCEANSIDE UNIFIED","IVEY RANCH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",700,198,28.3,240,34.3,700,198,28.3,240,34.3,TRUE,"Elementary School"
"2018-2019",37,73569,6111777,"SAN DIEGO","OCEANSIDE UNIFIED","MARTIN LUTHER KING JR. MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1390,627,45.1,747,53.7,1390,627,45.1,747,53.7,TRUE,"Middle School"
"2018-2019",37,73569,6115299,"SAN DIEGO","OCEANSIDE UNIFIED","STUART MESA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",628,158,25.2,289,46,612,156,25.5,286,46.7,TRUE,"Elementary School"
"2018-2019",37,73569,6119713,"SAN DIEGO","OCEANSIDE UNIFIED","NICHOLS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",616,326,52.9,387,62.8,616,326,52.9,387,62.8,TRUE,"Elementary School"
"2018-2019",37,73791,1,"SAN DIEGO","SAN MARCOS UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,7.4,2,7.4,27,2,7.4,2,7.4,TRUE,NA
"2018-2019",37,73791,105684,"SAN DIEGO","SAN MARCOS UNIFIED","SAN ELIJO MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1838,292,15.9,344,18.7,1838,292,15.9,344,18.7,TRUE,"Middle School"
"2018-2019",37,73791,105726,"SAN DIEGO","SAN MARCOS UNIFIED","MISSION HILLS HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2626,944,35.9,1151,43.8,2591,931,35.9,1137,43.9,TRUE,"High School"
"2018-2019",37,73791,111468,"SAN DIEGO","SAN MARCOS UNIFIED","SAN ELIJO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",1053,116,11,136,12.9,1031,116,11.3,136,13.2,TRUE,"Elementary School"
"2018-2019",37,73791,116467,"SAN DIEGO","SAN MARCOS UNIFIED","JOLI ANN LEICHTAG ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",752,341,45.3,358,47.6,743,339,45.6,356,47.9,TRUE,"Elementary School"
"2018-2019",37,73791,131433,"SAN DIEGO","SAN MARCOS UNIFIED","DOUBLE PEAK","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",1286,135,10.5,169,13.1,1276,134,10.5,168,13.2,TRUE,"Elementary School"
"2018-2019",37,73791,138222,"SAN DIEGO","SAN MARCOS UNIFIED","PIVOT CHARTER SCHOOL - SAN DIEGO II","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1983,"DIRECTLY FUNDED",TRUE,"K","12",115,48,41.7,51,44.3,109,43,39.4,46,42.2,TRUE,"Elementary School"
"2018-2019",37,73791,3730215,"SAN DIEGO","SAN MARCOS UNIFIED","TWIN OAKS HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","CEP",NA,NA,NA,FALSE,"9","12",163,82,50.3,86,52.8,151,76,50.3,80,53,TRUE,"Other"
"2018-2019",37,73791,3730793,"SAN DIEGO","SAN MARCOS UNIFIED","FOOTHILLS HIGH","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"9","12",118,45,38.1,52,44.1,62,31,50,37,59.7,TRUE,"Other"
"2018-2019",37,73791,3737632,"SAN DIEGO","SAN MARCOS UNIFIED","SAN MARCOS HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",3439,954,27.7,1094,31.8,3377,937,27.7,1073,31.8,TRUE,"High School"
"2018-2019",37,73791,6039069,"SAN DIEGO","SAN MARCOS UNIFIED","LA MIRADA ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","8",931,444,47.7,465,49.9,917,436,47.5,457,49.8,TRUE,"Elementary School"
"2018-2019",37,73791,6039077,"SAN DIEGO","SAN MARCOS UNIFIED","RICHLAND ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",787,236,30,313,39.8,766,229,29.9,302,39.4,TRUE,"Elementary School"
"2018-2019",37,73791,6039085,"SAN DIEGO","SAN MARCOS UNIFIED","SAN MARCOS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",772,550,71.2,600,77.7,757,540,71.3,590,77.9,TRUE,"Elementary School"
"2018-2019",37,73791,6039093,"SAN DIEGO","SAN MARCOS UNIFIED","SAN MARCOS MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",1132,557,49.2,592,52.3,1132,557,49.2,592,52.3,TRUE,"Middle School"
"2018-2019",37,73791,6095061,"SAN DIEGO","SAN MARCOS UNIFIED","WOODLAND PARK MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1381,498,36.1,613,44.4,1381,498,36.1,613,44.4,TRUE,"Middle School"
"2018-2019",37,73791,6105993,"SAN DIEGO","SAN MARCOS UNIFIED","LA COSTA MEADOWS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",867,106,12.2,123,14.2,846,103,12.2,120,14.2,TRUE,"Elementary School"
"2018-2019",37,73791,6107148,"SAN DIEGO","SAN MARCOS UNIFIED","KNOB HILL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",835,270,32.3,360,43.1,809,263,32.5,350,43.3,TRUE,"Elementary School"
"2018-2019",37,73791,6108872,"SAN DIEGO","SAN MARCOS UNIFIED","PALOMA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",873,232,26.6,292,33.4,853,230,27,289,33.9,TRUE,"Elementary School"
"2018-2019",37,73791,6114169,"SAN DIEGO","SAN MARCOS UNIFIED","DISCOVERY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",574,149,26,167,29.1,559,145,25.9,163,29.2,TRUE,"Elementary School"
"2018-2019",37,73791,6115349,"SAN DIEGO","SAN MARCOS UNIFIED","TWIN OAKS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",651,270,41.5,323,49.6,640,265,41.4,318,49.7,TRUE,"Elementary School"
"2018-2019",37,73791,6116206,"SAN DIEGO","SAN MARCOS UNIFIED","CARRILLO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",902,119,13.2,145,16.1,888,117,13.2,141,15.9,TRUE,"Elementary School"
"2018-2019",37,75416,122796,"SAN DIEGO","WARNER UNIFIED","ALL TRIBES ELEMENTARY CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1262,"DIRECTLY FUNDED",TRUE,"K","5",54,40,74.1,45,83.3,39,33,84.6,34,87.2,TRUE,"Elementary School"
"2018-2019",37,75416,132472,"SAN DIEGO","WARNER UNIFIED","CALIFORNIA PACIFIC CHARTER - SAN DIEGO","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1758,"DIRECTLY FUNDED",TRUE,"K","12",1133,298,26.3,337,29.7,1067,269,25.2,304,28.5,TRUE,"Elementary School"
"2018-2019",37,75416,3730975,"SAN DIEGO","WARNER UNIFIED","WARNER JUNIOR/SENIOR HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","12",87,65,74.7,74,85.1,85,64,75.3,72,84.7,TRUE,"High School"
"2018-2019",37,75416,6040661,"SAN DIEGO","WARNER UNIFIED","WARNER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",107,78,72.9,86,80.4,104,75,72.1,83,79.8,TRUE,"Elementary School"
"2018-2019",37,75416,6119275,"SAN DIEGO","WARNER UNIFIED","ALL TRIBES CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1057,"DIRECTLY FUNDED",TRUE,"6","12",43,40,93,40,93,37,35,94.6,35,94.6,TRUE,"Elementary School"
"2018-2019",37,75614,100511,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","LILAC","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",489,215,44,240,49.1,477,208,43.6,233,48.8,TRUE,"Elementary School"
"2018-2019",37,75614,3731114,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","VALLEY CENTER HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1167,450,38.6,506,43.4,1127,432,38.3,485,43,TRUE,"High School"
"2018-2019",37,75614,3731312,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","OAK GLEN HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",67,41,61.2,45,67.2,62,39,62.9,42,67.7,TRUE,"Other"
"2018-2019",37,75614,3731601,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","VALLEY CENTER PREP","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"K","12",50,23,46,25,50,46,21,45.7,23,50,TRUE,"Other"
"2018-2019",37,75614,6038962,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","PAUMA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",223,154,69.1,176,78.9,222,153,68.9,175,78.8,TRUE,"Elementary School"
"2018-2019",37,75614,6093272,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","VALLEY CENTER MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",980,467,47.7,511,52.1,980,467,47.7,511,52.1,TRUE,"Middle School"
"2018-2019",37,75614,6106124,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","VALLEY CENTER PRIMARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","2",537,247,46,281,52.3,520,241,46.3,272,52.3,TRUE,"Elementary School"
"2018-2019",37,75614,6112494,"SAN DIEGO","VALLEY CENTER-PAUMA UNIFIED","VALLEY CENTER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"3","5",516,222,43,257,49.8,516,222,43,257,49.8,TRUE,"Elementary School"
"2018-2019",37,76471,114678,"SAN DIEGO","SBC - HIGH TECH HIGH","HIGH TECH HIGH CHULA VISTA","Statewide Benefit Charter","High Schools (Public)","TRADITIONAL",NA,NA,756,"DIRECTLY FUNDED",FALSE,"9","12",570,210,36.8,294,51.6,558,205,36.7,289,51.8,TRUE,"High School"
"2018-2019",37,76471,114694,"SAN DIEGO","SBC - HIGH TECH HIGH","HIGH TECH HIGH NORTH COUNTY","Statewide Benefit Charter","High Schools (Public)","TRADITIONAL",NA,NA,756,"DIRECTLY FUNDED",FALSE,"9","12",398,149,37.4,187,47,393,147,37.4,185,47.1,TRUE,"High School"
"2018-2019",37,76471,119271,"SAN DIEGO","SBC - HIGH TECH HIGH","HIGH TECH MIDDLE NORTH COUNTY","Statewide Benefit Charter","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,756,"DIRECTLY FUNDED",FALSE,"6","8",331,138,41.7,187,56.5,331,138,41.7,187,56.5,TRUE,"Middle School"
"2018-2019",37,76471,123042,"SAN DIEGO","SBC - HIGH TECH HIGH","HIGH TECH MIDDLE CHULA VISTA","Statewide Benefit Charter","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,756,"DIRECTLY FUNDED",FALSE,"6","8",332,117,35.2,171,51.5,332,117,35.2,171,51.5,TRUE,"Middle School"
"2018-2019",37,76471,123059,"SAN DIEGO","SBC - HIGH TECH HIGH","HIGH TECH ELEMENTARY CHULA VISTA","Statewide Benefit Charter","Elementary Schools (Public)","TRADITIONAL",NA,NA,756,"DIRECTLY FUNDED",FALSE,"K","5",400,174,43.5,243,60.8,400,174,43.5,243,60.8,TRUE,"Elementary School"
"2018-2019",37,76471,127605,"SAN DIEGO","SBC - HIGH TECH HIGH","HIGH TECH ELEMENTARY NORTH COUNTY","Statewide Benefit Charter","Elementary Schools (Public)","TRADITIONAL",NA,NA,756,"DIRECTLY FUNDED",FALSE,"K","5",396,186,47,231,58.3,396,186,47,231,58.3,TRUE,"Elementary School"
"2018-2019",37,76471,137067,"SAN DIEGO","SBC - HIGH TECH HIGH","HIGH TECH HIGH MESA","Statewide Benefit Charter","High Schools (Public)","TRADITIONAL",NA,NA,756,"DIRECTLY FUNDED",FALSE,"9","9",102,36,35.3,47,46.1,102,36,35.3,47,46.1,TRUE,"High School"
"2018-2019",37,76851,1,"SAN DIEGO","BONSALL UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,0,0,0,TRUE,NA
"2018-2019",37,76851,110122,"SAN DIEGO","BONSALL UNIFIED","BONSALL WEST ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",537,87,16.2,109,20.3,527,83,15.7,105,19.9,TRUE,"Elementary School"
